,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
703,1,1,5,12,1,1,1,1,14,7,8,1,0,0,1,0,1,19,0,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,12.4,0.5,1.79,1
704,1,9,1,12,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,1
705,1,1,1,5,1,1,1,3,28,2,10,1,0,0,0,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
706,1,1,3,14,1,1,1,1,1,6,6,0,0,0,1,0,0,20,0,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,1
707,1,13,1,12,1,1,1,1,14,5,9,1,0,0,1,0,0,21,0,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,1
708,1,15,1,4,1,14,1,22,28,10,10,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,1
709,1,1,2,14,1,1,1,22,28,10,10,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,1
710,1,12,1,12,1,3,1,3,27,3,11,0,0,0,1,0,0,28,0,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,15.5,2.8,-4.06,1
711,1,1,1,10,1,1,1,22,28,10,10,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,1
712,5,8,5,12,1,1,1,22,28,6,9,1,0,0,1,0,1,18,0,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,12.7,3.7,-1.7,1
713,1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,1
714,1,13,1,12,1,1,1,1,2,10,4,1,0,0,1,0,0,22,0,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,12.7,3.7,-1.7,1
715,1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,1
716,1,8,1,11,1,1,1,22,27,6,7,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
717,1,15,1,2,1,14,1,22,27,6,7,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,0
718,1,1,3,5,1,1,1,22,28,10,10,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,1
719,1,1,1,11,1,1,1,1,28,5,10,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,0
720,1,1,1,6,1,1,1,13,14,5,7,1,0,0,1,0,0,20,0,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,1
721,1,1,6,12,1,1,1,23,14,6,7,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.83333333,0,15.5,2.8,-4.06,1
722,1,1,1,14,1,1,1,1,1,3,3,1,0,0,1,0,0,20,0,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,0
723,1,1,2,3,0,1,1,13,9,1,1,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,1
724,1,16,1,17,0,1,1,13,28,6,8,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,1
725,1,1,1,12,1,1,1,13,14,5,5,0,0,0,1,0,0,18,0,0,8,8,7,13.48571429,0,0,8,8,7,13.48571429,0,12.7,3.7,-1.7,1
726,1,8,1,2,1,1,1,22,27,10,2,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
727,1,8,1,11,1,1,1,23,27,10,8,1,0,0,0,0,0,19,0,0,6,9,3,11.66666667,0,0,6,15,1,10.0,0,10.8,1.4,1.74,0
728,1,1,2,15,1,1,14,1,27,10,8,0,0,0,1,0,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,15.5,2.8,-4.06,1
729,1,12,1,17,0,12,1,22,27,10,10,0,0,0,1,0,0,41,0,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,1
730,1,8,3,12,1,1,1,23,1,10,6,1,0,0,1,0,0,18,0,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,10.8,1.4,1.74,1
731,4,12,1,3,0,1,1,22,27,4,5,0,0,0,1,0,1,35,0,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,15.5,2.8,-4.06,1
732,1,12,1,12,1,1,1,22,27,10,10,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,0
733,1,12,1,3,0,15,1,13,27,6,10,0,0,0,1,0,0,37,0,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,12.4,0.5,1.79,1
734,2,12,2,9,1,3,1,3,27,10,10,0,0,0,1,0,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,12.7,3.7,-1.7,0
735,1,14,2,15,1,1,1,13,14,1,1,0,0,0,1,1,0,23,0,0,6,9,6,12.33333333,0,0,6,11,5,13.0,0,7.6,2.6,0.32,1
736,1,8,2,15,1,1,1,3,1,3,8,1,0,0,1,0,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.85714286,0,15.5,2.8,-4.06,0
737,1,1,1,9,1,1,1,23,14,6,8,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,1
738,1,13,1,7,1,1,1,19,24,1,1,0,0,0,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0
739,1,8,4,11,1,1,1,13,1,6,6,1,0,0,1,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,0
740,1,7,2,10,1,1,1,22,27,6,7,1,0,0,1,0,0,18,0,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,9.4,-0.8,-3.12,1
741,4,12,1,12,1,1,1,22,27,10,10,0,0,1,1,0,0,38,0,0,7,13,3,11.83333333,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,0
742,1,9,1,13,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,1
743,6,12,1,12,1,1,1,22,27,10,10,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,16.2,0.3,-0.92,0
744,1,17,1,6,1,16,1,13,28,10,10,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,0
745,1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,1
746,1,8,1,9,1,1,1,22,27,10,8,1,0,0,1,0,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,0
747,1,4,2,8,1,3,1,19,24,1,1,0,0,0,1,0,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0
748,1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,0,0,19,0,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,10.8,1.4,1.74,1
749,1,1,1,2,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1
750,1,4,1,5,1,3,1,22,2,10,4,0,0,0,0,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
751,1,13,1,16,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,12.7,3.7,-1.7,0
752,1,1,1,10,1,1,1,1,14,5,5,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,10.8,1.4,1.74,1
753,2,12,2,9,1,1,1,13,27,10,8,0,0,1,0,0,0,29,0,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0
754,1,12,1,10,1,1,1,19,24,1,1,1,0,0,0,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0
755,1,4,1,9,1,3,1,23,28,2,10,0,0,0,1,0,0,27,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,1
756,1,14,2,12,1,1,1,22,24,12,1,0,0,1,1,0,0,22,0,11,14,14,12,12.33333333,2,11,14,14,12,12.33333333,2,7.6,2.6,0.32,1
757,1,4,1,3,0,3,1,22,28,1,6,0,0,0,0,0,0,28,0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
758,2,12,1,4,1,1,1,22,27,10,10,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,0
759,1,14,1,13,1,1,1,22,27,10,10,1,0,0,0,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,0
760,1,1,1,12,1,1,1,3,28,4,8,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777778,0,16.2,0.3,-0.92,1
761,1,15,1,3,0,14,1,13,27,8,7,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,1
762,1,9,2,9,1,1,1,13,28,10,8,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.16666667,0,13.9,-0.3,0.79,1
763,1,1,2,2,1,1,1,24,1,4,5,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
764,1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.60428571,0,0,8,9,8,15.68333333,0,11.1,0.6,2.02,1
765,2,12,1,17,0,12,1,13,29,6,4,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0
766,2,12,1,3,0,12,1,1,14,2,6,0,0,1,1,0,1,33,0,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,1
767,1,1,3,12,1,1,1,13,28,8,8,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,1
768,1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,6,7,6,15.14285714,0,0,6,6,6,15.83333333,0,12.7,3.7,-1.7,1
769,1,1,5,12,1,1,1,23,28,5,9,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1
770,1,1,1,10,1,1,1,13,28,6,7,0,0,0,1,0,1,22,0,0,6,10,5,10.71428571,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,1
771,1,8,2,15,1,1,1,3,1,5,6,1,0,0,1,0,0,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,1
772,1,8,6,12,1,1,1,1,27,2,2,1,0,0,1,0,0,19,0,0,8,8,7,13.92571429,0,0,8,8,7,13.92571429,0,10.8,1.4,1.74,1
773,1,12,1,17,0,1,1,13,28,8,5,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,0
774,1,1,6,12,1,1,1,1,27,5,4,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,1
775,1,9,1,7,1,1,1,1,27,8,8,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
776,1,1,1,14,1,1,1,3,1,5,5,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
777,1,14,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,0
778,2,12,1,8,1,1,1,13,14,5,5,0,0,0,0,1,0,31,0,0,4,12,2,11.0,2,0,5,9,3,11.66666667,0,9.4,-0.8,-3.12,0
779,1,13,1,6,1,14,1,13,3,10,2,1,0,0,1,0,0,21,0,2,6,14,5,13.66666667,0,2,6,10,5,13.0,0,16.2,0.3,-0.92,1
780,2,14,1,17,0,1,1,22,27,5,10,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10.0,0,12.7,3.7,-1.7,0
781,2,12,1,16,1,1,1,22,27,6,6,0,0,0,1,0,0,34,0,0,7,11,1,10.0,0,0,7,7,1,13.0,0,16.2,0.3,-0.92,0
782,1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.83333333,0,11.1,0.6,2.02,1
783,1,1,3,10,1,1,1,13,14,10,10,1,0,1,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
784,1,1,2,16,1,1,1,23,27,6,4,1,0,0,0,0,0,18,0,0,6,11,3,13.0,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,0
785,1,1,1,11,1,1,1,13,29,5,9,1,0,0,1,0,0,20,0,0,6,7,6,14.83333333,0,0,6,6,6,16.0,0,11.1,0.6,2.02,1
786,1,14,1,15,1,1,1,23,27,10,6,1,0,0,1,0,0,20,0,0,6,6,6,11.83333333,0,0,6,7,6,12.85714286,0,15.5,2.8,-4.06,1
787,1,8,3,14,1,1,1,23,28,8,9,1,1,0,1,0,1,18,0,0,6,10,5,12.0,0,0,6,11,5,12.33333333,0,11.1,0.6,2.02,1
788,1,1,1,10,1,1,1,23,28,8,9,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.33333333,0,7.6,2.6,0.32,1
789,4,12,1,8,1,1,1,3,1,6,6,1,0,0,1,0,1,30,0,0,6,7,0,0.0,0,0,6,16,1,10.0,0,11.1,0.6,2.02,0
790,1,8,1,10,1,1,1,13,28,6,6,1,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,1
791,1,1,4,12,1,1,1,1,27,5,8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,1
792,1,1,1,6,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,7,6,16.0,0,0,6,8,6,15.875,0,12.4,0.5,1.79,1
793,1,1,3,10,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,1
794,1,13,1,7,1,1,1,13,27,10,4,0,0,1,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,13.9,-0.3,0.79,0
795,1,1,2,15,1,1,1,13,14,10,10,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
796,1,9,2,12,1,1,1,23,27,10,6,1,0,0,1,0,1,18,0,0,8,8,7,11.78571429,0,0,8,8,7,11.78571429,0,12.7,3.7,-1.7,1
797,1,1,6,12,1,1,1,1,1,5,6,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,1
798,1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,8,8,7,12.46428571,0,0,8,8,7,12.46428571,0,10.8,1.4,1.74,1
799,1,12,1,14,1,1,1,22,27,7,7,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0
800,2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34,0,0,5,7,2,10.0,0,0,5,6,4,12.0,0,7.6,2.6,0.32,0
801,2,16,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
802,1,4,1,17,0,15,1,22,27,10,8,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.33333333,0,12.4,0.5,1.79,1
803,1,8,5,14,1,1,1,1,14,10,8,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.66666667,0,11.1,0.6,2.02,1
804,2,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,0
805,1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,6,7,6,11.71428571,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,1
806,1,1,3,15,1,1,4,13,14,5,10,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,1
807,1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,7,13.02428571,0,0,8,8,7,13.02428571,0,10.8,1.4,1.74,1
808,1,8,5,11,1,1,1,1,14,5,8,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0
809,1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,1
810,1,8,2,16,1,1,1,13,28,4,4,1,0,0,1,1,0,19,0,0,7,10,6,13.66666667,0,0,7,9,6,12.5,0,12.4,0.5,1.79,0
811,1,1,1,15,1,1,1,21,27,1,1,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,1
812,1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,0,0,7,8,6,14.33333333,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,1
813,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,0,19,0,0,8,8,7,14.28571429,0,0,8,8,7,14.28571429,0,12.7,3.7,-1.7,1
814,1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,0
815,2,12,1,4,1,1,1,1,31,10,4,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
816,2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0
817,1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
818,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,0
819,1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,1,0,22,0,0,5,9,5,12.42857143,1,0,5,7,5,11.8,0,7.6,2.6,0.32,1
820,1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0
821,1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
822,1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
823,1,17,1,4,1,16,1,1,28,9,9,0,0,0,1,0,1,23,0,7,12,14,12,14.38461538,0,5,10,12,10,13.3,0,8.9,1.4,3.51,1
824,1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,1
825,1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,8,8,7,11.98857143,0,0,8,8,7,11.98857143,0,10.8,1.4,1.74,1
826,1,17,1,9,1,16,1,1,14,21,37,1,0,0,1,0,0,21,0,6,11,17,11,11.54545455,0,3,9,13,8,12.88888889,0,8.9,1.4,3.51,1
827,1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,1
828,1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.41111111,0,16.2,0.3,-0.92,0
829,1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,1
830,1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,0
831,1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,10.8,1.4,1.74,0
832,1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,1
833,1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,0,18,0,0,6,6,6,12.16666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,1
834,1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1
835,1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,1
836,1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.33333333,0,0,7,7,6,14.33333333,0,7.6,2.6,0.32,1
837,1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,7.6,2.6,0.32,0
838,1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.62222222,0,12.4,0.5,1.79,1
839,1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,0,1,18,0,0,7,9,7,12.85555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,1
840,1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.99444444,0,11.1,0.6,2.02,1
841,1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74,0
842,1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,13.28571429,0,0,8,9,8,13.33333333,0,16.2,0.3,-0.92,1
843,1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11.0,1,15.5,2.8,-4.06,0
844,1,15,1,10,1,1,1,22,27,7,10,0,0,0,1,0,1,21,0,3,6,6,6,12.33333333,0,2,6,8,6,11.33333333,0,13.9,-0.3,0.79,1
845,1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,1
846,1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,15.0,1,12.7,3.7,-1.7,1
847,1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,1
848,1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,0,1,18,0,0,6,6,6,11.83333333,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,0
849,1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,13.33333333,0,8.9,1.4,3.51,1
850,1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,1
851,1,1,2,5,1,1,1,1,14,5,4,0,0,0,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,6,6,11.33333333,0,12.7,3.7,-1.7,1
852,1,8,2,16,1,1,1,23,14,5,10,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
853,1,12,1,15,1,1,1,19,27,1,1,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
854,1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,1,0,36,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,0
855,1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
856,1,13,1,7,1,1,1,13,27,10,10,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,0
857,1,1,4,7,1,1,1,3,1,15,31,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0
858,1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.33142857,0,0,8,8,7,13.33142857,0,10.8,1.4,1.74,1
859,1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
860,1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1
861,1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,1
862,1,12,1,14,1,7,1,6,16,4,4,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,0
863,1,16,1,7,1,1,1,1,14,4,6,1,0,0,1,1,0,20,0,4,9,12,9,13.45454545,0,2,7,9,6,13.875,0,11.1,0.6,2.02,0
864,1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,1
